date,code,open,high,low,close,preclose,volume,amount,adjustflag,turnover,tradestatus,pctChg,isST
2022-03-14,sh.600000,7.95,8.0,7.9,7.91,8.01,22770866,180826437.0,3,0.0776,1,-1.2484,0
2022-03-15,sh.600000,7.92,7.93,7.61,7.63,7.91,48962295,379252432.0,3,0.1668,1,-3.5398,0
2022-03-16,sh.600000,7.69,7.8,7.52,7.77,7.63,41520083,318505392.0,3,0.1415,1,1.8349,0
2022-03-17,sh.600000,7.85,7.85,7.71,7.74,7.77,41495556,322981456.0,3,0.1414,1,-0.3861,0
2022-03-18,sh.600000,7.73,7.91,7.71,7.9,7.74,53179530,417702651.88,3,0.1812,1,2.0672,0
2022-03-21,sh.600000,7.84,7.84,7.73,7.76,7.9,38823962,302127785.85,3,0.1323,1,-1.7722,0
2022-03-22,sh.600000,7.77,7.88,7.75,7.83,7.76,28224469,220766831.56,3,0.0962,1,0.9021,0
2022-03-23,sh.600000,7.83,7.84,7.77,7.8,7.83,25553686,199580747.34,3,0.0871,1,-0.3831,0
2022-03-24,sh.600000,7.78,7.83,7.76,7.8,7.8,16687677,130087627.43,3,0.0569,1,0.0,0
2022-03-25,sh.600000,7.8,7.86,7.78,7.8,7.8,16474442,128855055.09,3,0.0561,1,0.0,0
2022-03-28,sh.600000,7.8,7.87,7.71,7.86,7.8,28783984,224838880.0,3,0.0981,1,0.7692,0
2022-03-29,sh.600000,7.83,7.86,7.8,7.82,7.86,22516978,176131297.07,3,0.0767,1,-0.5089,0
2022-03-30,sh.600000,7.84,7.92,7.82,7.92,7.82,29854369,235127475.03,3,0.1017,1,1.2788,0
2022-03-31,sh.600000,7.89,8.02,7.86,8.0,7.92,25969772,206902403.85,3,0.0885,1,1.0101,0
2022-04-01,sh.600000,7.95,8.07,7.94,8.07,8.0,31881345,255823775.39,3,0.1086,1,0.875,0
2022-04-06,sh.600000,8.0,8.18,8.0,8.17,8.07,42546117,345601824.94,3,0.145,1,1.2392,0
2022-04-07,sh.600000,8.16,8.18,8.06,8.07,8.17,31712143,257349868.47,3,0.108,1,-1.224,0
2022-04-08,sh.600000,8.07,8.12,8.02,8.11,8.07,24089173,194553784.73,3,0.0821,1,0.4957,0
2022-04-11,sh.600000,8.11,8.11,7.97,8.01,8.11,30015679,240997447.8,3,0.1023,1,-1.233,0
2022-04-12,sh.600000,8.02,8.15,7.98,8.11,8.01,31331939,252435317.7,3,0.1067,1,1.2484,0
2022-04-13,sh.600000,8.09,8.14,8.05,8.1,8.11,18501150,149849341.71,3,0.063,1,-0.1233,0
2022-04-14,sh.600000,8.11,8.15,8.1,8.11,8.1,18973150,154167548.18,3,0.0646,1,0.1235,0
2022-04-15,sh.600000,8.11,8.18,8.09,8.15,8.11,21811956,177849450.09,3,0.0743,1,0.4932,0
2022-04-18,sh.600000,8.12,8.14,8.01,8.03,8.15,21022369,169238878.94,3,0.0716,1,-1.4724,0
2022-04-19,sh.600000,8.04,8.14,8.03,8.14,8.03,24564490,198485790.32,3,0.0837,1,1.3699,0
2022-04-20,sh.600000,8.13,8.15,8.08,8.11,8.14,19143935,155238284.02,3,0.0652,1,-0.3686,0
2022-04-21,sh.600000,8.08,8.16,7.99,8.07,8.11,29228035,236728146.0,3,0.0996,1,-0.4932,0
2022-04-22,sh.600000,8.01,8.12,8.01,8.09,8.07,27612017,222997628.41,3,0.0941,1,0.2478,0
2022-04-25,sh.600000,8.02,8.1,7.81,7.82,8.09,53311550,426094147.76,3,0.1816,1,-3.3375,0
2022-04-26,sh.600000,7.84,7.99,7.79,7.87,7.82,38204259,301693697.62,3,0.1302,1,0.6394,0
2022-04-27,sh.600000,7.91,7.95,7.81,7.83,7.87,38688614,304687721.45,3,0.1318,1,-0.5083,0
2022-04-28,sh.600000,7.86,7.99,7.86,7.99,7.83,45175169,358888163.35,3,0.1539,1,2.0434,0
2022-04-29,sh.600000,7.98,8.06,7.86,8.03,7.99,44512846,354246099.7,3,0.1517,1,0.5006,0
2022-05-05,sh.600000,8.03,8.08,7.96,7.99,8.03,29133140,233186177.36,3,0.0993,1,-0.4981,0
2022-05-06,sh.600000,7.94,7.98,7.82,7.85,7.99,31795578,250345902.65,3,0.1083,1,-1.7522,0
2022-05-09,sh.600000,7.85,7.86,7.8,7.82,7.85,16035420,125476461.2,3,0.0546,1,-0.3822,0
2022-05-10,sh.600000,7.8,7.89,7.71,7.85,7.82,32991018,257366421.58,3,0.1124,1,0.3836,0
2022-05-11,sh.600000,7.84,7.9,7.81,7.86,7.85,25116815,197407269.46,3,0.0856,1,0.1274,0
2022-05-12,sh.600000,7.83,7.91,7.83,7.87,7.86,22352229,176091168.09,3,0.0762,1,0.1272,0
2022-05-13,sh.600000,7.91,8.05,7.9,8.05,7.87,37343358,298941532.93,3,0.1272,1,2.2872,0
2022-05-16,sh.600000,8.05,8.07,7.93,7.97,8.05,20990826,167326391.84,3,0.0715,1,-0.9938,0
2022-05-17,sh.600000,8.01,8.04,7.95,8.02,7.97,18714191,149733542.99,3,0.0638,1,0.6274,0
2022-05-18,sh.600000,7.98,8.01,7.92,7.95,8.02,19463913,154781980.2,3,0.0663,1,-0.8728,0
2022-05-19,sh.600000,7.92,7.98,7.89,7.91,7.95,19904191,157705908.85,3,0.0678,1,-0.5031,0
2022-05-20,sh.600000,7.94,8.05,7.92,8.04,7.91,32699572,262095154.1,3,0.1114,1,1.6435,0
2022-05-23,sh.600000,8.06,8.06,7.95,7.95,8.04,25527572,203770115.6,3,0.087,1,-1.1194,0
2022-05-24,sh.600000,7.96,7.97,7.87,7.88,7.95,26028514,205916168.03,3,0.0887,1,-0.8805,0
2022-05-25,sh.600000,7.92,7.93,7.85,7.88,7.88,21003364,165613956.59,3,0.0716,1,0.0,0
2022-05-26,sh.600000,7.89,7.92,7.84,7.9,7.88,23401589,184331253.01,3,0.0797,1,0.2538,0
2022-05-27,sh.600000,7.92,8.01,7.88,8.0,7.9,31755338,252802576.64,3,0.1082,1,1.2658,0
2022-05-30,sh.600000,8.01,8.02,7.87,7.88,8.0,35696257,282538705.14,3,0.1216,1,-1.5,0
2022-05-31,sh.600000,7.9,7.98,7.88,7.94,7.88,31750884,251916051.21,3,0.1082,1,0.7614,0
2022-06-01,sh.600000,7.94,7.94,7.89,7.91,7.94,18401941,145647638.39,3,0.0627,1,-0.3778,0
2022-06-02,sh.600000,7.89,7.91,7.87,7.89,7.91,18931116,149199713.01,3,0.0645,1,-0.2528,0
2022-06-06,sh.600000,7.87,7.9,7.82,7.86,7.89,33010527,259403166.92,3,0.1125,1,-0.3802,0
2022-06-07,sh.600000,7.84,7.89,7.83,7.88,7.86,30623076,240941764.48,3,0.1043,1,0.2545,0
2022-06-08,sh.600000,7.87,7.88,7.83,7.86,7.88,39555666,310775180.47,3,0.1348,1,-0.2538,0
2022-06-09,sh.600000,7.86,7.96,7.84,7.95,7.86,60606956,480180511.56,3,0.2065,1,1.145,0
2022-06-10,sh.600000,7.93,8.05,7.89,7.93,7.95,123446198,984436172.52,3,0.4206,1,-0.2516,0
2022-06-13,sh.600000,7.91,7.93,7.74,7.77,7.93,104597235,816472114.77,3,0.3564,1,-2.0177,0
2022-06-14,sh.600000,7.74,7.89,7.73,7.87,7.77,55047795,428964423.99,3,0.1875,1,1.287,0
2022-06-15,sh.600000,7.86,8.13,7.85,8.03,7.87,112759058,906495919.18,3,0.3842,1,2.033,0
2022-06-16,sh.600000,8.05,8.08,7.92,7.92,8.03,56889689,453897643.13,3,0.1938,1,-1.3699,0
2022-06-17,sh.600000,7.91,8.0,7.89,7.97,7.92,35612494,283173437.15,3,0.1213,1,0.6313,0
2022-06-20,sh.600000,7.95,7.98,7.91,7.91,7.97,30065154,238320268.45,3,0.1024,1,-0.7528,0
2022-06-21,sh.600000,7.92,7.98,7.92,7.97,7.91,23245677,185071903.23,3,0.0792,1,0.7585,0
2022-06-22,sh.600000,7.96,7.97,7.91,7.92,7.97,20635582,163685600.62,3,0.0703,1,-0.6274,0
2022-06-23,sh.600000,7.94,7.97,7.91,7.97,7.92,23255144,184864875.41,3,0.0792,1,0.6313,0
2022-06-24,sh.600000,7.97,7.98,7.93,7.95,7.97,23665322,188294112.85,3,0.0806,1,-0.2509,0
2022-06-27,sh.600000,7.95,8.01,7.94,7.97,7.95,24067719,192131005.85,3,0.082,1,0.2516,0
2022-06-28,sh.600000,7.97,8.04,7.96,8.04,7.97,25729078,205871661.67,3,0.0877,1,0.8783,0
2022-06-29,sh.600000,8.01,8.06,8.0,8.05,8.04,30299747,243477295.24,3,0.1032,1,0.1244,0
2022-06-30,sh.600000,8.05,8.06,8.0,8.01,8.05,23369617,187691079.94,3,0.0796,1,-0.4969,0
2022-07-01,sh.600000,8.01,8.04,7.98,7.99,8.01,17846787,142651655.17,3,0.0608,1,-0.2497,0
2022-07-04,sh.600000,7.99,8.0,7.94,7.96,7.99,18222009,145047089.17,3,0.0621,1,-0.3755,0
2022-07-05,sh.600000,7.96,8.0,7.94,7.98,7.96,21322243,169924262.91,3,0.0726,1,0.2513,0
2022-07-06,sh.600000,7.97,7.98,7.87,7.9,7.98,28829658,227963132.47,3,0.0982,1,-1.0025,0
2022-07-07,sh.600000,7.88,7.92,7.86,7.87,7.9,18636395,147034169.93,3,0.0635,1,-0.3797,0
2022-07-08,sh.600000,7.9,7.9,7.87,7.88,7.87,12379190,97665056.88,3,0.0422,1,0.1271,0
2022-07-11,sh.600000,7.87,7.9,7.86,7.87,7.88,16195472,127636556.97,3,0.0552,1,-0.1269,0
2022-07-12,sh.600000,7.86,7.94,7.86,7.91,7.87,19889798,157433751.92,3,0.0678,1,0.5083,0
2022-07-13,sh.600000,7.93,7.94,7.85,7.85,7.91,30506523,240374854.35,3,0.1039,1,-0.7585,0
2022-07-14,sh.600000,7.84,7.86,7.75,7.79,7.85,40565878,315441408.76,3,0.1382,1,-0.7643,0
2022-07-15,sh.600000,7.76,7.8,7.65,7.67,7.79,47127632,364457390.78,3,0.1606,1,-1.5404,0
2022-07-18,sh.600000,7.68,7.79,7.68,7.79,7.67,25164232,195287190.73,3,0.0857,1,1.5645,0
2022-07-19,sh.600000,7.79,7.82,7.77,7.81,7.79,28872304,224891813.35,3,0.0984,1,0.2567,0
2022-07-20,sh.600000,7.85,7.85,7.77,7.79,7.81,39713402,309465405.69,3,0.1353,1,-0.2561,0
2022-07-21,sh.600000,7.4,7.41,7.33,7.33,7.38,41541585,305408212.22,3,0.1415,1,-0.6775,0
2022-07-22,sh.600000,7.34,7.38,7.34,7.35,7.33,19660796,144713989.75,3,0.067,1,0.2729,0
2022-07-25,sh.600000,7.33,7.38,7.33,7.35,7.35,17093960,125744844.46,3,0.0582,1,0.0,0
2022-07-26,sh.600000,7.36,7.39,7.34,7.38,7.35,18730569,138030623.4,3,0.0638,1,0.4082,0
2022-07-27,sh.600000,7.36,7.37,7.33,7.34,7.38,17036417,125085329.43,3,0.058,1,-0.542,0
2022-07-28,sh.600000,7.35,7.37,7.32,7.33,7.34,21524372,158047423.27,3,0.0733,1,-0.1362,0
2022-07-29,sh.600000,7.35,7.35,7.23,7.26,7.33,43873316,319838541.19,3,0.1495,1,-0.955,0
2022-08-01,sh.600000,7.26,7.28,7.21,7.23,7.26,24438011,176997248.68,3,0.0833,1,-0.4132,0
2022-08-02,sh.600000,7.22,7.22,7.07,7.14,7.23,40986083,291570126.84,3,0.1396,1,-1.2448,0
2022-08-03,sh.600000,7.13,7.17,7.07,7.07,7.14,28144846,199887999.49,3,0.0959,1,-0.9804,0
2022-08-04,sh.600000,7.09,7.1,7.06,7.09,7.07,21294463,150760431.0,3,0.0725,1,0.2829,0
2022-08-05,sh.600000,7.09,7.18,7.08,7.15,7.09,22554203,160555049.0,3,0.0768,1,0.8463,0
2022-08-08,sh.600000,7.17,7.18,7.12,7.12,7.15,12981219,92667054.0,3,0.0442,1,-0.4196,0
2022-08-09,sh.600000,7.13,7.15,7.1,7.12,7.12,13023820,92757272.0,3,0.0444,1,0.0,0
2022-08-10,sh.600000,7.12,7.13,7.08,7.09,7.12,11674742,82872444.0,3,0.0398,1,-0.4213,0
2022-08-11,sh.600000,7.12,7.19,7.1,7.18,7.09,21910821,156858352.0,3,0.0746,1,1.2694,0
2022-08-12,sh.600000,7.19,7.26,7.17,7.24,7.18,22253354,160666706.0,3,0.0758,1,0.8357,0
2022-08-15,sh.600000,7.24,7.29,7.2,7.21,7.24,20451392,148015692.83,3,0.0697,1,-0.4144,0
2022-08-16,sh.600000,7.21,7.26,7.18,7.19,7.21,17910142,129120992.61,3,0.061,1,-0.2774,0
2022-08-17,sh.600000,7.21,7.3,7.18,7.28,7.19,20980840,152061978.54,3,0.0715,1,1.2517,0
2022-08-18,sh.600000,7.27,7.27,7.19,7.21,7.28,12991819,93820911.18,3,0.0443,1,-0.9615,0
2022-08-19,sh.600000,7.18,7.28,7.18,7.2,7.21,17544569,126989201.86,3,0.0598,1,-0.1387,0
2022-08-22,sh.600000,7.18,7.24,7.16,7.23,7.2,13776616,99353492.44,3,0.0469,1,0.4167,0
2022-08-23,sh.600000,7.21,7.22,7.17,7.17,7.23,15047471,108111339.93,3,0.0513,1,-0.8299,0
2022-08-24,sh.600000,7.17,7.22,7.14,7.15,7.17,16855765,120996052.8,3,0.0574,1,-0.2789,0
2022-08-25,sh.600000,7.16,7.22,7.15,7.2,7.15,15772556,113287116.52,3,0.0537,1,0.6993,0
2022-08-26,sh.600000,7.23,7.26,7.18,7.22,7.2,17576235,126876440.71,3,0.0599,1,0.2778,0
2022-08-29,sh.600000,7.16,7.21,7.12,7.15,7.22,27600324,197253687.46,3,0.094,1,-0.9695,0
2022-08-30,sh.600000,7.14,7.2,7.13,7.19,7.15,22541928,161534932.8,3,0.0768,1,0.5594,0
2022-08-31,sh.600000,7.17,7.28,7.15,7.27,7.19,39566130,286509308.75,3,0.1348,1,1.1127,0
2022-09-01,sh.600000,7.23,7.29,7.2,7.23,7.27,23298388,169134999.27,3,0.0794,1,-0.5502,0
2022-09-02,sh.600000,7.24,7.27,7.2,7.21,7.23,19975499,144236248.53,3,0.0681,1,-0.2766,0
2022-09-05,sh.600000,7.18,7.27,7.14,7.26,7.21,26646247,192171036.58,3,0.0908,1,0.6935,0
2022-09-06,sh.600000,7.25,7.3,7.24,7.26,7.26,21866681,159009208.09,3,0.0745,1,0.0,0
2022-09-07,sh.600000,7.23,7.26,7.22,7.22,7.26,16568470,119766057.06,3,0.0564,1,-0.551,0
2022-09-08,sh.600000,7.24,7.27,7.22,7.24,7.22,14478347,104930852.85,3,0.0493,1,0.277,0
2022-09-09,sh.600000,7.27,7.34,7.24,7.31,7.24,32423037,236986664.93,3,0.1105,1,0.9669,0
2022-09-13,sh.600000,7.28,7.36,7.27,7.35,7.31,23795140,174338448.0,3,0.0811,1,0.5472,0
2022-09-14,sh.600000,7.29,7.34,7.27,7.28,7.35,18649011,136014993.74,3,0.0635,1,-0.9524,0
2022-09-15,sh.600000,7.29,7.37,7.28,7.32,7.28,31940343,233945046.64,3,0.1088,1,0.5495,0
2022-09-16,sh.600000,7.3,7.32,7.14,7.14,7.32,33979138,245252583.87,3,0.1158,1,-2.459,0
2022-09-19,sh.600000,7.16,7.2,7.1,7.16,7.14,22388073,160021576.57,3,0.0763,1,0.2801,0
2022-09-20,sh.600000,7.16,7.18,7.1,7.11,7.16,22247046,158496620.24,3,0.0758,1,-0.6983,0
2022-09-21,sh.600000,7.1,7.16,7.08,7.13,7.11,20026161,142605615.88,3,0.0682,1,0.2813,0
2022-09-22,sh.600000,7.11,7.14,7.08,7.12,7.13,19540404,138786681.54,3,0.0666,1,-0.1403,0
2022-09-23,sh.600000,7.12,7.18,7.09,7.16,7.12,21806262,155805817.23,3,0.0743,1,0.5618,0
2022-09-26,sh.600000,7.12,7.17,7.05,7.06,7.16,29503476,209607846.66,3,0.1005,1,-1.3966,0
2022-09-27,sh.600000,7.04,7.09,7.02,7.07,7.06,20128163,142035077.23,3,0.0686,1,0.1416,0
2022-09-28,sh.600000,7.05,7.12,7.02,7.08,7.07,25197590,178257967.49,3,0.0858,1,0.1414,0
2022-09-29,sh.600000,7.11,7.13,6.95,6.99,7.08,37072647,260386962.1,3,0.1263,1,-1.2712,0
2022-09-30,sh.600000,7.02,7.07,6.99,7.04,6.99,21572691,151907573.39,3,0.0735,1,0.7153,0
2022-10-10,sh.600000,7.04,7.09,7.01,7.03,7.04,20028296,141308416.0,3,0.0682,1,-0.142,0
2022-10-11,sh.600000,7.07,7.08,7.0,7.01,7.03,18613647,130804312.03,3,0.0634,1,-0.2845,0
2022-10-12,sh.600000,7.01,7.05,6.96,7.05,7.01,20354488,142570655.09,3,0.0693,1,0.5706,0
2022-10-13,sh.600000,7.03,7.04,6.97,7.0,7.05,24107256,168676264.32,3,0.0821,1,-0.7092,0
2022-10-14,sh.600000,7.03,7.07,7.01,7.03,7.0,27342763,192757732.67,3,0.0932,1,0.4286,0
2022-10-17,sh.600000,7.05,7.05,7.0,7.02,7.03,20616536,144892075.77,3,0.0702,1,-0.1422,0
2022-10-18,sh.600000,7.04,7.06,7.01,7.02,7.02,21908675,154099279.62,3,0.0746,1,0.0,0
2022-10-19,sh.600000,7.02,7.04,6.97,6.97,7.02,17988215,125873057.67,3,0.0613,1,-0.7123,0
2022-10-20,sh.600000,6.97,7.0,6.96,6.97,6.97,19765093,137810612.94,3,0.0673,1,0.0,0
2022-10-21,sh.600000,6.99,7.02,6.91,6.92,6.97,24567888,170868902.53,3,0.0837,1,-0.7174,0
2022-10-24,sh.600000,6.93,6.94,6.8,6.81,6.92,38610105,265091387.62,3,0.1315,1,-1.5896,0
2022-10-25,sh.600000,6.88,6.88,6.8,6.84,6.81,26539881,181269047.48,3,0.0904,1,0.4405,0
2022-10-26,sh.600000,6.83,6.86,6.8,6.82,6.84,20377311,139135071.24,3,0.0694,1,-0.2924,0
2022-10-27,sh.600000,6.83,6.87,6.81,6.82,6.82,21293652,145765770.23,3,0.0725,1,0.0,0
2022-10-28,sh.600000,6.84,6.87,6.75,6.8,6.82,28234295,192577659.87,3,0.0962,1,-0.2933,0
2022-10-31,sh.600000,6.73,6.75,6.63,6.64,6.8,32237373,215102267.57,3,0.1098,1,-2.3529,0
2022-11-01,sh.600000,6.68,6.74,6.65,6.74,6.64,27035074,181314549.45,3,0.0921,1,1.506,0
2022-11-02,sh.600000,6.7,6.74,6.66,6.71,6.74,24034116,160891463.49,3,0.0819,1,-0.4451,0
2022-11-03,sh.600000,6.71,6.71,6.64,6.66,6.71,21251911,141624735.14,3,0.0724,1,-0.7452,0
2022-11-04,sh.600000,6.65,6.8,6.64,6.79,6.66,32665677,220460181.12,3,0.1113,1,1.952,0
2022-11-07,sh.600000,6.75,6.83,6.74,6.81,6.79,16269623,110507706.43,3,0.0554,1,0.2946,0
2022-11-08,sh.600000,6.83,6.83,6.77,6.79,6.81,15282862,103708976.91,3,0.0521,1,-0.2937,0
2022-11-09,sh.600000,6.77,6.82,6.77,6.79,6.79,13127494,89138502.17,3,0.0447,1,0.0,0
2022-11-10,sh.600000,6.75,6.8,6.74,6.78,6.79,12601008,85330918.66,3,0.0429,1,-0.1473,0
2022-11-11,sh.600000,6.83,6.98,6.83,6.94,6.78,40237053,277525770.26,3,0.1371,1,2.3599,0
2022-11-14,sh.600000,6.98,7.09,6.96,7.03,6.94,43777420,308265880.99,3,0.1491,1,1.2968,0
2022-11-15,sh.600000,7.01,7.09,7.0,7.06,7.03,25212063,177876453.12,3,0.0859,1,0.4267,0
2022-11-16,sh.600000,7.03,7.06,7.01,7.03,7.06,17398102,122332873.47,3,0.0593,1,-0.4249,0
2022-11-17,sh.600000,7.02,7.02,6.95,6.98,7.03,22026825,153691239.72,3,0.075,1,-0.7112,0
2022-11-18,sh.600000,6.99,7.0,6.91,6.91,6.98,22662930,157460686.03,3,0.0772,1,-1.0029,0
2022-11-21,sh.600000,6.9,6.91,6.83,6.88,6.91,22374965,153475265.83,3,0.0762,1,-0.4342,0
2022-11-22,sh.600000,6.89,7.04,6.89,7.02,6.88,33424530,233200479.26,3,0.1139,1,2.0349,0
2022-11-23,sh.600000,7.01,7.12,6.99,7.05,7.02,36694389,259475308.38,3,0.125,1,0.4274,0
2022-11-24,sh.600000,7.06,7.14,7.03,7.03,7.05,21534531,152263201.73,3,0.0734,1,-0.2837,0
2022-11-25,sh.600000,7.04,7.18,7.04,7.17,7.03,43033799,307087081.81,3,0.1466,1,1.9915,0
2022-11-28,sh.600000,7.1,7.1,6.98,7.07,7.17,37873189,266592726.11,3,0.129,1,-1.3947,0
2022-11-29,sh.600000,7.1,7.3,7.08,7.27,7.07,68171227,492975278.3,3,0.2323,1,2.8289,0
2022-11-30,sh.600000,7.24,7.3,7.22,7.22,7.27,32346981,234334306.24,3,0.1102,1,-0.6878,0
2022-12-01,sh.600000,7.28,7.34,7.21,7.22,7.22,30040435,217886966.63,3,0.1023,1,0.0,0
2022-12-02,sh.600000,7.25,7.25,7.17,7.23,7.22,25722026,185354138.27,3,0.0876,1,0.1385,0
2022-12-05,sh.600000,7.28,7.37,7.24,7.36,7.23,47367357,346640963.01,3,0.1614,1,1.7981,0
2022-12-06,sh.600000,7.32,7.39,7.3,7.36,7.36,30550306,224448680.38,3,0.1041,1,0.0,0
2022-12-07,sh.600000,7.35,7.4,7.3,7.34,7.36,31176550,229009592.53,3,0.1062,1,-0.2717,0
2022-12-08,sh.600000,7.32,7.39,7.31,7.38,7.34,25551776,187977673.67,3,0.0871,1,0.545,0
2022-12-09,sh.600000,7.37,7.39,7.3,7.32,7.38,38192346,280350287.48,3,0.1301,1,-0.813,0
2022-12-12,sh.600000,7.31,7.36,7.23,7.26,7.32,26708550,194644289.62,3,0.091,1,-0.8197,0
2022-12-13,sh.600000,7.27,7.35,7.25,7.32,7.26,18253626,133464501.58,3,0.0622,1,0.8264,0
2022-12-14,sh.600000,7.37,7.37,7.26,7.32,7.32,16180635,118352408.66,3,0.0551,1,0.0,0
2022-12-15,sh.600000,7.28,7.32,7.23,7.24,7.32,17471770,126757095.65,3,0.0595,1,-1.0929,0
2022-12-16,sh.600000,7.25,7.35,7.23,7.35,7.24,31704629,232171543.69,3,0.108,1,1.5193,0
2022-12-19,sh.600000,7.37,7.37,7.21,7.24,7.35,20432546,148576218.2,3,0.0696,1,-1.4966,0
2022-12-20,sh.600000,7.23,7.28,7.13,7.14,7.24,24800259,178369739.99,3,0.0845,1,-1.3812,0
